,Title,Author,Subject1,Subject2,Subject3,Num_Downloads,Word_Count,Language,Release_Date
5486,David the Shepherd Boy,Amy Steedman,"Bible stories, English -- Old Testament","David, King of Israel",NA,10,4023,English,2008-05-16
5487,Peck's Bad Boy and His Pa,George W. Peck,American wit and humor,Boys -- Fiction,Practical jokes -- Fiction,41,51118,English,2008-05-16
5488,The Grocery Man And Peck's Bad Boy,George W. Peck,American wit and humor,Boys -- Fiction,Practical jokes -- Fiction,16,47146,English,2008-05-16
5489,Peck's Bad Boy Abroad,George W. Peck,American wit and humor,Boys -- Fiction,Voyages and travels -- Fiction,16,68015,English,2008-05-16
5490,Peck's Uncle Ike and The Red Headed Boy,George W. Peck,American wit and humor,Uncles -- Fiction,Boys -- Fiction,19,50788,English,2008-05-16
5491,Peck's Sunshine,George W. Peck,American wit and humor,NA,NA,10,84171,English,2008-05-16
5492,How Private George W. Peck Put Down the Rebellion,George W. Peck,Humorous stories,Autobiographical fiction,War stories,8,97800,English,2008-05-16
5493,A Cathedral Courtship,Kate Douglas Smith Wiggin,Courtship -- Fiction,Americans -- England -- Fiction,Women travelers -- England -- Fiction,80,15064,English,2008-05-16
5494,The Young Alaskans,Emerson Hough,Alaska -- Juvenile fiction,NA,NA,5,59679,English,2008-05-16
5495,Liesje van den Lompenmolen,W. Heimburg,Fiction,NA,NA,8,70253,Dutch,2008-05-16
5496,"New Treasure Seekers; Or, The Bastable Children in Search of a Fortune",E. Nesbit,Family -- England -- Juvenile fiction,Brothers and sisters -- Juvenile fiction,NA,51,67865,English,2008-05-16
5497,Five Little Friends,Sherred Willcox Adams,Friendship -- Juvenile fiction,NA,NA,8,0,English,2008-05-17
5498,佛說無量壽經,Sanghavarman,Pure Land Buddhism -- Sacred books,NA,NA,6,873,Chinese,2008-05-17
5499,The Great White Queen: A Tale of Treasure and Treason,William Le Queux,Science fiction,NA,NA,18,89659,English,2008-05-17
5500,"A London Life, and Other Tales",Henry James,Fiction,NA,NA,38,98762,English,2008-05-17
5501,易經,Anonymous,Chinese classics,Divination -- China,NA,108,1727,Chinese,2008-05-17
5502,Hero-Myths & Legends of the British Race,M. I. Ebbutt,Heroes,"Romances, English",NA,86,119138,English,2008-05-17
5503,Le Tour du Monde; Scandinavie,Various,Geography -- Pictorial works -- Periodicals,Voyages and travels -- Periodicals,Travelers -- Periodicals,8,24240,French,2008-05-17
5504,"Khartoum Campaign, 1898; or the Re-Conquest of the Soudan",Bennet Burleigh,"Omdurman, Battle of, Omdurman, Sudan, 1898",Sudan -- History -- 1881-1899,"Sudan -- History, Military",31,83230,English,2008-05-17
5505,The Merryweathers,Laura Elizabeth Howe Richards,Camps -- Juvenile fiction,NA,NA,17,39731,English,2008-05-17
5506,The Adventures of Bobby Orde,Stewart Edward White,Boys -- Juvenile fiction,NA,NA,16,65439,English,2008-05-17
5507,Little Grandmother,Sophie May,Christian life -- Juvenile fiction,Conduct of life -- Juvenile fiction,Family -- Juvenile fiction,6,25630,English,2008-05-18
5508,The Strand District,Walter Besant and G. E. Mitton,"Strand, The (London, England)",Streets -- England -- London,NA,13,27964,English,2008-05-17
5509,The World's Greatest Books — Volume 15 — Science,J. A. Hammerton and Arthur Mee,Science,NA,NA,157,93284,English,2008-05-17
5510,Betty Vivian: A Story of Haddo Court School,L. T. Meade,Schools -- Juvenile fiction,Girls -- Juvenile fiction,NA,15,98501,English,2008-05-18
5511,Ballads of Mystery and Miracle and Fyttes of Mirth,Frank Sidgwick,"Ballads, English -- Texts",NA,NA,26,45067,English,2008-05-18
5512,The Fables of Phædrus,Phaedrus,"Fables, Latin -- Translations into English",NA,NA,303,25462,English,2008-05-18
5513,Edmund Dulac's Fairy-Book: Fairy Tales of the Allied Nations,Edmund Dulac,Fairy tales,NA,NA,86,58965,English,2008-05-18
5514,The Ranger Boys and the Border Smugglers,Claude A. LaBelle,Smuggling -- Juvenile fiction,NA,NA,26,52502,English,2008-05-18
5515,De roman van den schaatsenrijder,Cyriel Buysse,Biographical fiction,NA,NA,10,46755,Dutch,2008-05-18
5516,The Crown of Success,A. L. O. E.,Conduct of life -- Juvenile fiction,Brothers and sisters -- Juvenile fiction,NA,19,44526,English,2008-05-18
5517,傳習錄,Yangming Wang,"Philosophy, Chinese -- 960-1644",Neo-Confucianism -- China,NA,22,3469,Chinese,2008-05-18
5518,Vandiemenin maa,Theodor Dielitz and Charles Rowcroft,Australia -- Juvenile fiction,NA,NA,6,15503,Finnish,2008-05-19
5519,Little Wizard Stories of Oz,L. Frank Baum,Oz (Imaginary place) -- Juvenile fiction,Fantasy literature,Short stories,125,11041,English,2008-05-19
5520,The Stock-Feeder's Manual,Sir Charles Alexander Cameron,Livestock,Feeds,NA,25,86010,English,2008-05-19
5521,玉梨魂,Zhenya Xu,Chinese fiction -- 20th century,NA,NA,18,732,Chinese,2008-05-19
5522,Freedom In Service,F. J. C. Hearnshaw,Great Britain -- Politics and government,Draft,Great Britain -- Defenses,13,21035,English,2008-05-19
5523,Old Junk,H. M. Tomlinson,Essays,Travel,"Short stories, English",34,40301,English,2008-05-19
5524,The Young Berringtons: The Boy Explorers,William Henry Giles Kingston,Australia -- Juvenile fiction,Cousins -- Juvenile fiction,Frontier and pioneer life -- Australia -- Juvenile fiction,6,37606,English,2008-05-19
5525,"The Works of Edgar Allan Poe, The Raven Edition",Edgar Allan Poe,Short stories,Fantasy fiction,"Horror tales, American",1142,443615,English,2008-05-19
5526,Mémoires de Mademoiselle Mars (volume II),Mademoiselle Mars,"Mars, Mademoiselle, 1779-1847",NA,NA,6,35380,French,2008-05-19
5527,"Australia, The Dairy Country",Australia. Department of External Affairs,Dairying -- Australia,NA,NA,14,12947,English,2008-05-19
5528,"Q.6.a and Other places: Recollections of 1916, 1917 and 1918",Francis Buckley,"World War, 1914-1918 -- Regimental histories -- Great Britain",Great Britain. Army. Northumberland Fusiliers,"World War, 1914-1918 -- Personal narratives, English",10,56023,English,2008-05-19
5529,The Adventures of Danny Meadow Mouse,Thornton W. Burgess,Animals -- Juvenile fiction,Mice -- Juvenile fiction,NA,87,16007,English,2008-05-19
5530,Die Nymphe des Brunnens,Johann Karl August Musäus,Folklore -- Germany,Fairy tales -- Germany,NA,16,11040,German,2008-05-19
5531,Representative Plays,American Dramatists: 1856-1911: The Moth and the Flame,Drama,American drama,NA,22,25082,English,2008-05-20
5532,The Detection of Forgery,Douglas Blackburn and W. Waithman Caddell,Forgery,Writing -- Identification,NA,67,23228,English,2008-05-20
5533,"History of the English People, Index",John Richard Green,Great Britain -- History,Indexes,NA,17,43909,English,2008-05-20
5534,Little Folks,Various,"Children's periodicals, English",NA,NA,34,49328,English,2008-05-20
5535,Montaigne and Shakspere,J. M. Robertson,"Shakespeare, William, 1564-1616 -- Sources","Shakespeare, William, 1564-1616 -- Philosophy","Montaigne, Michel de, 1533-1592 -- Influence",53,35506,English,2008-05-20
5536,"History of the English People, Volume VIII",John Richard Green,Great Britain -- History,NA,NA,18,51693,English,2008-05-20
5537,Paisagens da China e do Japão,Wenceslau de Moraes,China -- Civilization,Japan -- Civilization,NA,25,0,Portuguese,2008-05-20
5538,"Four American Indians: King Philip, Pontiac, Tecumseh, Osceola",Perry and Whitney,"Tecumseh, Shawnee chief, 1768-1813","Philip, Sachem of the Wampanoags, -1676","Pontiac, Ottawa Chief, -1769",34,53784,English,2008-05-20
5539,Vojaĝo interne de mia ĉambro,Xavier de Maistre,French literature -- Translations into Esperanto,NA,NA,45,17200,Esperanto,2008-05-12
5540,Anecdotes for Boys,Harvey Newcomb,Conduct of life,Boys,NA,14,28306,English,2008-05-20
5541,"American Eloquence, an Index of the Four Volumes",Johnston and Woodburn,United States -- Politics and government,United States -- History,"Speeches, addresses, etc., American",7,1134,English,2008-05-20
5542,Black Oxen,Gertrude Franklin Horn Atherton,American fiction -- 20th century,NA,NA,25,120136,English,2008-05-20
5543,蜃樓志,active 18th century Yulinglaoren,"Chinese fiction -- Qing dynasty, 1644-1912","Erotic stories, Chinese",NA,31,6828,Chinese,2008-05-20
5544,The Pioneer Steamship Savannah: A Study for a Scale Model,Howard Irving Chapelle,Savannah (Steamship),Ship models,NA,38,9803,English,2008-05-20
5545,Children's Literature,Erle Elsworth Clippinger and Charles Madison Curry,Children -- Books and reading,Children's literature -- Study and teaching,NA,141,381293,English,2008-05-20
5546,Songs of a Sourdough,Robert W. Service,Yukon River Valley (Yukon and Alaska) -- Poetry,NA,NA,55,13055,English,2008-05-20
5547,The Sundering Flood,William Morris,Fantasy literature,NA,NA,34,96410,English,2008-05-20
5548,Rollo's Museum,Jacob Abbott,Natural history -- Juvenile literature,NA,NA,8,32632,English,2008-05-20
5549,A Chosen Few: Short Stories,Frank Richard Stockton,"Short stories, American",NA,NA,62,54089,English,2008-05-21
5550,The Defiant Agents,Andre Norton,Science fiction,Time travel -- Fiction,Space and time -- Fiction,114,57722,English,2008-05-21
5551,Six Girls: A Home Story,Fannie Belle Irving,Girls -- Juvenile fiction,Family life -- Juvenile fiction,Sisters -- Juvenile fiction,9,105188,English,2008-05-21
5552,Milk for You and Me,Winifred Randell,Milk as food -- Juvenile literature,NA,NA,6,287,English,2008-05-21
5553,My Flower-pot,Unknown,Flowers -- Juvenile poetry,NA,NA,8,779,English,2008-05-21
5554,Van hoog en laag,Cyriel Buysse,Fiction,NA,NA,5,27199,Dutch,2008-05-21
5555,Fairy Tales of the Slav Peasants and Herdsmen,Alexander Chodzko,Fairy tales -- Slavic countries,NA,NA,74,63919,English,2008-05-22
5556,Heroes of the Middle West: The French,Mary Hartwell Catherwood,Mississippi River Valley -- Discovery and exploration,Mississippi River Valley -- History -- To 1803,NA,11,28742,English,2008-05-22
5557,臺灣通史,Heng Lian,Taiwan -- History,NA,NA,18,63,Chinese,2008-05-22
5558,呻吟語,Kun Lü,Conduct of life,NA,NA,23,5355,Chinese,2008-05-22
5559,中國小說史略,Xun Lu,Chinese fiction -- History and criticism,NA,NA,30,7110,Chinese,2008-05-22
5560,"Punch, or the London Charivari, Vol. 146, June 24, 1914",Various,English wit and humor -- Periodicals,NA,NA,3,13817,English,2008-05-22
5561,癡人說夢記,Sheng Lü,Chinese fiction,NA,NA,6,409,Chinese,2008-05-22
5562,William Adolphus Turnpike,William Banks,Canada -- Fiction,NA,NA,7,47906,English,2008-05-22
5563,Horace,William Tuckwell,Horace,"Poets, Latin -- Biography","Rome -- History -- Augustus, 30 B.C.-14 A.D. -- Biography",23,21307,English,2008-05-22
5564,The Water-Babies: A Fairy Tale for a Land-Baby,Charles Kingsley,Chimney sweeps -- Juvenile fiction,Fairy tales -- England,NA,251,68648,English,2008-05-23
5565,Representative Plays,American Dramatists: 1856-1911: The New York Idea,American drama,NA,NA,7,34241,English,2008-05-23
5566,Northern Nut Growers Association Report of the Proceedings at the Fifteen,rthern Nut Growers Association Report of the Proceedings at the Fifteenth,Northern Nut Growers Association -- Periodicals,Nut trees -- Periodicals,Nuts -- Periodicals,8,55551,English,2008-05-23
5567,Impact,Irving E. Cox,Science fiction,NA,NA,17,7726,English,2008-05-23
5568,Domesticated Animals,Nathaniel Southgate Shaler,Domestic animals,NA,NA,24,69019,English,2008-05-23
5569,An African Adventure,Isaac Frederick Marcosson,South Africa -- Description and travel,"Smuts, Jan Christiaan, 1870-1950",Rhodesia -- Description and travel,33,77110,English,2008-05-23
5570,The Manxman,Sir Hall Caine,Isle of Man -- Fiction,NA,NA,107,199106,English,2008-05-23
5571,The Little Manx Nation - 1891,Sir Hall Caine,Isle of Man -- History,NA,NA,21,33152,English,2008-05-23
5572,Capt'n Davy's Honeymoon,Sir Hall Caine,Isle of Man -- Fiction,NA,NA,7,29653,English,2008-05-23
5573,The Drama Of Three Hundred & Sixty-Five Days: Scenes In The Great War,Caine,"World War, 1914-1918",NA,NA,9,27225,English,2008-05-23
5574,Recollections of Dante Gabriel Rossetti,Sir Hall Caine,"Rossetti, Dante Gabriel, 1828-1882",NA,NA,18,80115,English,2008-05-23
5575,"Mémoires d'Outre-Tombe, Tome 4",vicomte de François-René Chateaubriand,"France -- History -- Consulate and First Empire, 1799-1815","Napoleon I, Emperor of the French, 1769-1821 -- Contemporaries","Enghien, Louis-Antoine-Henri de Bourbon, duc d', 1772-1804",53,147848,French,2008-05-23
5576,Le Tour du Monde; Indes Occidentales,Various,Geography -- Pictorial works -- Periodicals,Voyages and travels -- Periodicals,Travelers -- Periodicals,6,13978,French,2008-05-23
5577,"All Adrift; Or, The Goldwing Club",Oliver Optic,Conduct of life -- Juvenile fiction,Adventure stories,Sailing -- Juvenile fiction,6,65887,English,2008-05-23
5578,The Sunbridge Girls at Six Star Ranch,Eleanor H. Porter,Girls -- Juvenile fiction,Ranches -- Juvenile fiction,NA,23,73112,English,2008-05-23
5579,Ralph the Heir,Anthony Trollope,Inheritance and succession -- Fiction,Fathers and sons -- Fiction,England -- Fiction,45,211031,English,2008-05-23
5580,Andersens Sproken en vertellingen,H. C. Andersen,Fairy tales,NA,NA,67,144836,Dutch,2008-05-23
5581,Rinkitink in Oz,L. Frank Baum,Oz (Imaginary place) -- Juvenile fiction,Fantasy literature,Islands -- Juvenile fiction,142,49153,English,2008-05-24
5582,Daughters of the Puritans: A Group of Brief Biographies,Seth Curtis Beach,"Sedgwick, Catharine Maria, 1789-1867","Ware, Mary L. (Mary Lovell), 1798-1849","Child, Lydia Maria Francis, 1802-1880",26,55915,English,2008-05-24
5583,Northern Nut Growers Association Incorporated 39th Annual Repo,rthern Nut Growers Association Incorporated 39th Annual Report,Northern Nut Growers Association -- Periodicals,Nut trees -- Periodicals,Nuts -- Periodicals,13,116679,English,2008-05-24
5584,The Purcell Papers: Index and Contents of the Three Volumes,Le Fanu,"Fantasy fiction, English",Ireland -- Fiction,Indexes,9,815,English,2008-05-24
5585,"Shakespeare, Ben Jonson, Beaumont and Fletcher",Samuel Taylor Coleridge,"Shakespeare, William, 1564-1616","Jonson, Ben, 1573?-1637","Beaumont, Francis, 1584-1616",34,69764,English,2008-05-24
5586,"A Collection of Stories, Reviews and Essays",Willa Cather,Essays,Short stories,United States -- Social life and customs -- Fiction,88,96041,English,2008-05-24
5587,I drammi de' campi,Emilio Raga,Italian fiction,NA,NA,8,89204,Italian,2008-05-25
5588,Outline of the development of the internal commerce of the United Stat,tline of the development of the internal commerce of the United States,United States -- Commerce -- History,NA,NA,5,12626,English,2008-05-24
5589,He,Andrew Lang and Walter Herries Pollock,"Haggard, H. Rider (Henry Rider), 1856-1925. She -- Parodies, imitations, etc.",NA,NA,11,13791,English,2008-05-24
5590,The Silly Jelly-Fish,Basil Hall Chamberlain,Fairy tales -- Japan,NA,NA,12,1184,English,2008-05-25
5591,"Punch, or the London Charivari, Vol. 158, May 19, 1920",Various,English wit and humor -- Periodicals,NA,NA,2,12274,English,2008-05-25
5592,Life and Adventures of Mr. Pig and Miss Crane,Unknown,Children's poetry,Animals -- Juvenile poetry,Animals -- Pictorial works -- Juvenile literature,6,479,English,2008-05-25
5593,Contos escolhidos de D. Antonio de Trueba,Antonio de Trueba,Essays,NA,NA,14,26558,Portuguese,2008-05-25
5594,O Engeitado,Alberto Leal Barradas Monteiro Braga,Short stories,NA,NA,6,8025,Portuguese,2008-05-25
5595,A Queen's Error,Henry Curties,Somerset (England) -- Fiction,Mystery and detective stories,NA,7,58020,English,2008-05-25
5596,The Keepers of the Trail: A Story of the Great Woods,Joseph A. Altsheler,Wilderness areas -- Fiction,NA,NA,21,86153,English,2008-05-25
5597,"Northern Nut Growers Association, Report of the Proceedings at the Seven","rthern Nut Growers Association, Report of the Proceedings at the Seventh",Northern Nut Growers Association -- Periodicals,Nut trees -- Periodicals,Nuts -- Periodicals,5,45812,English,2008-05-25
5598,Citizenship: A Manual for Voters,Emma Guy Cromwell,Women -- Suffrage -- United States,"United States -- Politics and government -- Handbooks, manuals, etc.",Kentucky -- Politics and government,52,16864,English,2008-05-25
5599,Heart Utterances at Various Periods of a Chequered Life,Eliza Paul Gurney,American poetry,Unpublished works,Society of Friends -- Poetry,5,12029,English,2008-05-25
5600,Bird Stories,Edith M. Patch,Birds -- Juvenile literature,NA,NA,20,46213,English,2008-05-26
5601,Fasting Girls: Their Physiology and Pathology,William A. Hammond,"Psychology, Pathological",Medicine -- Case studies -- 1800-1900,Anorexia in children,27,22796,English,2008-05-26
5602,蘭花夢奇傳,Yinmeishanren,"Chinese fiction -- Qing dynasty, 1644-1912",NA,NA,18,2065,Chinese,2008-05-26
5603,"Detailed Minutiae of Soldier life in the Army of Northern Virginia, 1861-18","tailed Minutiae of Soldier life in the Army of Northern Virginia, 1861-1865","United States -- History -- Civil War, 1861-1865 -- Regimental histories","United States -- History -- Civil War, 1861-1865 -- Personal narratives, Confederate","McCarthy, Carlton, 1847-",111,47398,English,2008-05-26
5604,A Manual of the Malay language,Sir William Edward Maxwell,Malay language -- Grammar,NA,NA,179,52286,English,2008-05-26
5605,I misteri del processo Monti e Tognetti,Gaetano Sanvittore,Lawsuits -- Fiction,Vatican -- Fiction,NA,1,67875,Italian,2008-05-26
5606,三國志,Shou Chen,"China -- History -- Three kingdoms, 220-265",NA,NA,130,1249,Chinese,2008-05-26
5607,Witness to the Deed,George Manville Fenn,English fiction,NA,NA,6,112513,English,2008-05-26
5608,A Child's Garden of Verses,Robert Louis Stevenson,"Children's poetry, English",NA,NA,25,8341,English,2008-05-26
5609,A Child's Garden of Verses,Robert Louis Stevenson,"Children's poetry, English",NA,NA,826,9234,English,2008-05-26
5610,A Child's Garden of Verses,Robert Louis Stevenson,"Children's poetry, English",NA,NA,54,8658,English,2008-05-26
5611,A Child's Garden of Verses,Robert Louis Stevenson,"Children's poetry, English",NA,NA,26,8731,English,2008-05-26
5612,The Art or Crafte of Rhetoryke,Leonard Cox,Rhetoric -- Early works to 1800,NA,NA,22,21216,English,2008-05-26
5613,Jäämerellä,Franz Hoffmann,Christian life -- Juvenile fiction,Whaling -- Juvenile fiction,German fiction -- Translations into Finnish,11,29925,Finnish,2008-05-26
5614,Ermanno Raeli,Federico De Roberto,Italian fiction,NA,NA,3,41029,Italian,2008-05-26
5615,Sainte Beuve et ses inconnues,A. J. Pons,"Sainte-Beuve, Charles Augustin, 1804-1869",NA,NA,4,57597,French,2008-05-26
5616,Les Cent Jours (1/2),baron Pierre Alexandre Édouard Fleury de Chaboulon,"Napoleon I, Emperor of the French, 1769-1821 -- Elba and the Hundred Days, 1814-1815",NA,NA,6,79214,French,2008-05-26
5617,A Child's Garden of Verses,Robert Louis Stevenson,"Children's poetry, English",NA,NA,63,6786,English,2008-05-27
5618,The Second Battalion Royal Dublin Fusiliers in the South African War,Mainwaring et al.,Great Britain. Army. Royal Dublin Fusiliers. 2nd Battalion,"South African War, 1899-1902 -- Regimental histories",NA,33,78683,English,2008-05-26
5619,"Mystic London; or, Phases of occult life in the metropolis",Davies,Occultism,London (England) -- Social life and customs -- 19th century,London (England) -- Description and travel,33,96011,English,2008-05-27
5620,"Asiatic Breezes; Or, Students on The Wing",Oliver Optic,Arab countries -- Fiction,Adventure and adventurers -- Juvenile fiction,NA,12,88014,English,2008-05-27
5621,Merry Words for Merry Children,A. Hoatson,"Children's poetry, English",Animals -- Juvenile poetry,Cruelty -- Juvenile poetry,2,856,English,2008-05-27
5622,"Beatrice d'Este, Duchess of Milan, 1475-1497",Julia Cartwright,Women -- Biography,"Beatrice, consort of Lodovico Sforza il Moro, Duke of Milan, 1475-1497",Italy -- History -- 1268-1492,57,150565,English,2008-05-27
5623,Barbarians,Robert W. Chambers,"World War, 1914-1918 -- Fiction",France -- Fiction,NA,22,57814,English,2008-05-27
5624,Faces and Places,Sir Henry W. Lucy,Essays,France -- Description and travel,England -- Description and travel,14,57681,English,2008-05-27
5625,"Historic Tales: The Romance of Reality. Vol. 08 (of 15), Russian",Charles Morris,Russia -- History,NA,NA,16,85439,English,2008-05-27
5626,"The Girl Scouts at Bellaire; Or, Maid Mary's Awakening",Lilian Garis,Vacations -- Juvenile fiction,Girl Scouts -- Juvenile fiction,NA,11,45375,English,2008-05-27
5627,The Hunted Heroes,Robert Silverberg,"Science fiction, American","Short stories, American",NA,23,5008,English,2008-05-27
5628,The Nothing Equation,Tom Godwin,"Science fiction, American","Short stories, American",NA,148,3035,English,2008-05-27
5629,Postmark Ganymede,Robert Silverberg,"Science fiction, American","Short stories, American",NA,32,2757,English,2008-05-27
5630,Dorothy's Travels,Evelyn Raymond,Girls -- Juvenile fiction,Boats and boating -- Juvenile fiction,Foundlings -- Juvenile fiction,15,60756,English,2008-05-28
5631,A Poetical Cook-Book,Maria J. Moss,Poetry,"Cooking, American",NA,30,24892,English,2008-05-28
5632,"A History of Art for Beginners and Students: Painting, Sculpture, Architectu","History of Art for Beginners and Students: Painting, Sculpture, Architecture",Art -- History,NA,NA,25,83605,English,2008-05-29
5633,"Blackwood's Edinburgh Magazine - Volume 62, No. 384, October 1847",Various,Scotland -- Periodicals,England -- Periodicals,NA,7,91857,English,2008-05-29
5634,Christmas Roses,Lizzie Lawson and Robert Ellice Mack,Children's poetry,Picture books for children,Children -- Conduct of life -- Juvenile poetry,14,2141,English,2008-05-29
5635,A Influencia Europea na Africa perante a Civilisação e as Relaçõ,Influencia Europea na Africa perante a Civilisação e as Relações,Portugal -- Colonies -- Africa,Mozambique -- History,NA,14,20389,Portuguese,2008-05-29
5636,玉雙魚,Tianhuazangzhuren,"Chinese fiction -- Qing dynasty, 1644-1912",China -- Social conditions -- 960-1644 -- Fiction,China -- Social conditions -- 1644-1912 -- Fiction,14,2639,Chinese,2008-05-29
5637,The Dark House: A Knot Unravelled,George Manville Fenn,Detective and mystery stories,NA,NA,30,34810,English,2008-05-29
5638,"The Hidden Power, and Other Papers upon Mental Science",T. Troward,New Thought,NA,NA,68,53247,English,2008-05-29
5639,Graded Memory Selections,Various,Children's poetry,NA,NA,37,26253,English,2008-05-29
5640,Los argonautas,Vicente Blasco Ibáñez,Spanish fiction,NA,NA,27,204379,Spanish,2008-05-30
5641,Cartas de Inglaterra,Eça de Queirós,Great Britain -- Politics and government -- 19th century,"Great Britain -- History -- Victoria, 1837-1901",NA,52,45765,Portuguese,2008-05-29
5642,"Historic Tales: The Romance of Reality. Vol. 10 (of 15), Greek",Charles Morris,Greece -- History,NA,NA,18,93735,English,2008-05-29
5643,'He Giveth His Beloved Sleep',Elizabeth Barrett Browning,Poetry,NA,NA,18,501,English,2008-05-30
5644,The Man Who Hated Mars,Randall Garrett,Science fiction,Short stories,Mars (Planet) -- Fiction,24,5302,English,2008-05-30
5645,"The Principal Navigations, Voyages, Traffiques and Discoveries of the Engli","e Principal Navigations, Voyages, Traffiques and Discoveries of the English",Voyages and travels,Discoveries in geography -- English,NA,174,258132,English,2008-05-29
5646,Child's Health Primer For Primary Classes,Jane Andrews,Physiology -- Juvenile literature,Hygiene -- Juvenile literature,NA,25,17978,English,2008-05-30
5647,Holiday Tales,Florence Wilford,Conduct of life -- Juvenile fiction,Family life -- Juvenile fiction,NA,8,24458,English,2008-05-30
5648,The Peterkin Papers,Lucretia P. Hale,Humorous stories,Family life -- Juvenile fiction,NA,23,43392,English,2008-05-30
5649,巧聯珠,Yanxiayishi,"Chinese fiction -- Qing dynasty, 1644-1912",NA,NA,12,2421,Chinese,2008-05-30
5650,All About the Little Small Red Hen,Anonymous,Picture books for children,Chickens -- Juvenile fiction,Foxes -- Juvenile fiction,33,1549,English,2008-05-30
5651,With Spurs of Gold: Heroes of Chivalry and their Deeds,Greene and Kirk,Conduct of life -- Juvenile fiction,Children -- Conduct of life -- Juvenile fiction,Knights and knighthood -- Juvenile fiction,51,58688,English,2008-05-30
5652,A Treasury of Heroes and Heroines,Clayton Edwards,Heroes,NA,NA,10,115412,English,2008-05-30
5653,Conflict of Northern and Southern Theories of Man and Society,Henry Ward Beecher,Slavery -- United States -- Controversial literature,"Speeches, addresses, etc., American",United States -- Politics and government -- 1853-1857,12,11866,English,2008-05-31
5654,"Stories of King Arthur's Knights, Told to the Children",Mary Macgregor,Arthurian romances -- Adaptations,"Arthur, King -- Juvenile literature",NA,67,20465,English,2008-05-31
5655,The Skating Party and Other Stories,Unknown,Children's stories,Winter -- Juvenile fiction,NA,13,1713,English,2008-05-31
5656,The Mystery of a Turkish Bath,Rita,Juvenile fiction,Dime novels,NA,20,29738,English,2008-05-31
5657,Deborah Dent and Her Donkey and Madam Fig's Gala,Unknown,"Children's poetry, English",Nursery rhymes,NA,0,1084,English,2008-05-31
5658,Daisy Ashford: Her Book,Angela Ashford and Daisy Ashford,Fiction,Short stories,NA,22,63169,English,2008-05-31
5659,"A Week of Instruction and Amusement,",Unknown,Children's stories,Conduct of life -- Juvenile literature,Readers (Primary),22,20576,English,2008-05-31
5660,"Games for the Playground, Home, School and Gymnasium",Jessie Hubbell Bancroft,Games,NA,NA,42,146231,English,2008-05-31
5661,Duffels,Edward Eggleston,"Short stories, American",NA,NA,10,63665,English,2008-05-31
5662,A report on the feasibility and advisability of some policy to inaugurate,report on the feasibility and advisability of some policy to inaugurate a,Rifle practice,Shooting -- Study and teaching,NA,7,3753,English,2008-05-31
5663,Printers' Marks: A Chapter in the History of Typography,W. Roberts,Printers' marks,NA,NA,311,37765,English,2008-06-01
5664,The Earliest Arithmetics in English,"Alexander, Record, Sacro Bosco, and Steele",Mathematics -- History,Arithmetic -- Early works to 1900,Algorithms,66,41897,English,2008-06-01
5665,Popular Adventure Tales,Mayne Reid,Adventure stories,NA,NA,11,255431,English,2008-06-01
5666,The Boy Tar,Mayne Reid,Sea stories,Adventure stories,Seafaring life -- Juvenile fiction,16,92254,English,2008-06-01
5667,Hamlet: Drama em cinco Actos,William Shakespeare,Tragedies,Hamlet (Legendary character) -- Drama,Kings and rulers -- Succession -- Drama,149,31600,Portuguese,2008-06-01
5668,Vuosisatojen perintö 2,Betty Elfving,Historical fiction,NA,NA,1,48317,Finnish,2008-06-01
5669,Vuosisatojen perintö 1,Betty Elfving,Historical fiction,NA,NA,0,55942,Finnish,2008-06-01
5670,Sea-Dogs All!,Tom Bevan,Historical fiction,Sea stories,Adventure stories,7,79467,English,2008-06-01
5671,Bocetos californianos,Bret Harte,Short stories,Western stories,California -- Social life and customs -- Fiction,10,71284,Spanish,2008-06-01
5672,In The Boyhood of Lincoln,Hezekiah Butterworth,"Lincoln, Abraham, 1809-1865 -- Fiction",NA,NA,14,70048,English,2008-06-01
5673,"Historic Tales: The Romance of Reality. Vol. 11 (of 15), Roman",Charles Morris,Rome -- History,NA,NA,9,83957,English,2008-06-01
5674,USAF Fact Sheet 95-03,United States. Air Force,Project Blue Book (U.S.),Unidentified flying objects,NA,27,479,English,2008-06-01
5675,Northern Nut Growers Association Report of the Proceedings at the Fourteen,rthern Nut Growers Association Report of the Proceedings at the Fourteenth,Northern Nut Growers Association -- Periodicals,Nut trees -- Periodicals,Nuts -- Periodicals,4,33896,English,2008-06-02
5676,"Punch, or the London Charivari, Vol. 146, June 3, 1914",Various,English wit and humor -- Periodicals,NA,NA,3,13440,English,2008-06-02
5677,The History of Minnesota and Tales of the Frontier,Charles E. Flandrau,Minnesota -- History,Frontier and pioneer life -- Minnesota,NA,16,119071,English,2008-06-02
5678,On the Old Road  Vol. 1  (of 2),John Ruskin,Essays,Literature,Art,21,129259,English,2008-06-02
5679,Puulusikka,Onkel Adam,Swedish fiction -- Translations into Finnish,NA,NA,2,52865,Finnish,2008-06-02
5680,La boucle de cheveux enlevée,Alexander Pope,English poetry -- Translations into French,Young women -- Poetry,Catholics -- England -- Poetry,15,9243,French,2008-06-02
5681,The Quadrupeds' Pic-Nic,Anonymous,Animals -- Juvenile poetry,NA,NA,7,4873,English,2008-06-02
